Id;Gênero;RendaFamiliar;EducacaoPaterna;PeriodoDeAula;FezAulaParticular;EstadoCivilDosPais;PraticaEsportes;FilhoMaisVelho;NumIrmaos;TransporteEscolar;HorasDeEstudo;notaDeMatematica;notaDePortugues;notaDeCiencias
458;feminino;grupo B;ensinao medio;vespertino;nao;solteiro;eventualmente;sim;;onibus;< 5;66;83;81
461;masculino;grupo D;superior incompleto;vespertino;;divorciado;regularmente;nao;2;carro;> 10;58;69;73
462;feminino;grupo C;superior incompleto;matutino;nao;casado;nunca;sim;1;carro;> 5 < 10;84;84;82
463;masculino;grupo A;ensinao medio incompleto;matutino;sim;casado;regularmente;nao;4;;> 5 < 10;72;73;80
464;masculino;grupo E;ensinao medio incompleto;matutino;nao;casado;nunca;nao;2;carro;> 5 < 10;52;51;43
466;feminino;grupo D;superior completo;matutino;nao;casado;eventualmente;sim;3;onibus;< 5;63;54;55
467;masculino;grupo B;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;;carro;> 5 < 10;60;72;78
468;masculino;grupo B;ensinao medio;matutino;sim;;regularmente;sim;1;carro;< 5;77;73;75
469;feminino;grupo C;superior incompleto;matutino;nao;casado;regularmente;nao;3;onibus;> 5 < 10;75;69;58
470;feminino;grupo D;ensinao medio incompleto;matutino;sim;solteiro;regularmente;sim;0;onibus;< 5;81;89;96
471;feminino;;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;nao;2;carro;> 5 < 10;17;36;28
472;feminino;;ensinao medio;vespertino;sim;casado;eventualmente;nao;2;onibus;> 5 < 10;56;69;79
473;masculino;grupo A;superior incompleto;matutino;nao;casado;regularmente;sim;0;carro;> 5 < 10;50;55;51
474;masculino;grupo A;some ensinao medio incompleto;matutino;nao;casado;regularmente;sim;2;carro;> 5 < 10;71;68;58
475;masculino;grupo A;ensinao medio incompleto;matutino;nao;solteiro;eventualmente;sim;3;onibus;< 5;80;77;68
476;masculino;grupo C;ensinao medio;matutino;nao;solteiro;regularmente;sim;0;onibus;> 5 < 10;81;80;76
477;feminino;grupo D;superior completo;vespertino;nao;casado;regularmente;sim;1;carro;> 5 < 10;72;64;63
478;masculino;grupo C;ensinao medio;matutino;sim;divorciado;eventualmente;nao;3;carro;> 5 < 10;68;76;74
479;feminino;;superior completo;matutino;nao;solteiro;eventualmente;sim;1;onibus;> 10;88;80;77
480;feminino;grupo A;ensinao medio incompleto;matutino;sim;casado;eventualmente;nao;3;carro;;64;83;84
481;masculino;grupo E;superior completo;matutino;nao;;eventualmente;nao;1;onibus;> 5 < 10;77;78;81
482;feminino;grupo D;ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;;carro;< 5;69;58;61
483;feminino;grupo B;;vespertino;nao;casado;eventualmente;nao;1;carro;> 10;43;56;58
484;masculino;grupo E;ensinao medio;matutino;nao;casado;regularmente;nao;3;carro;> 5 < 10;67;78;75
485;feminino;grupo C;ensinao medio;matutino;nao;casado;eventualmente;nao;3;onibus;< 5;47;47;43
487;feminino;grupo C;some ensinao medio incompleto;matutino;nao;casado;regularmente;sim;4;;> 10;53;73;64
488;feminino;grupo A;mestrado;matutino;nao;divorciado;eventualmente;nao;3;onibus;> 5 < 10;79;91;84
489;feminino;grupo B;ensinao medio incompleto;matutino;;casado;eventualmente;sim;5;carro;< 5;60;61;54
490;feminino;grupo C;mestrado;matutino;nao;casado;eventualmente;nao;2;onibus;> 10;69;74;74
491;feminino;grupo D;some ensinao medio incompleto;matutino;nao;casado;regularmente;sim;3;carro;;45;72;66
492;masculino;grupo B;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;1;onibus;> 10;48;70;62
493;feminino;grupo A;some ensinao medio incompleto;vespertino;sim;solteiro;regularmente;sim;3;carro;> 10;49;58;53
494;masculino;grupo D;superior completo;vespertino;nao;casado;regularmente;sim;3;carro;> 5 < 10;67;69;71
495;feminino;grupo D;ensinao medio;matutino;nao;casado;eventualmente;sim;3;;> 5 < 10;85;76;70
496;feminino;grupo E;ensinao medio;vespertino;nao;casado;eventualmente;nao;1;carro;> 5 < 10;69;76;72
497;feminino;grupo D;some ensinao medio incompleto;matutino;nao;solteiro;regularmente;sim;6;;> 5 < 10;47;47;46
498;feminino;grupo C;ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;4;onibus;> 5 < 10;43;61;66
499;feminino;grupo E;;matutino;nao;casado;regularmente;nao;3;onibus;> 5 < 10;64;77;75
500;masculino;;some ensinao medio incompleto;matutino;sim;casado;;;0;onibus;;50;59;56
501;feminino;grupo B;ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;1;;> 5 < 10;46;46;41
502;feminino;grupo B;some ensinao medio incompleto;matutino;nao;divorciado;nunca;sim;4;onibus;> 10;49;54;48
503;masculino;grupo E;ensinao medio;matutino;nao;casado;eventualmente;sim;0;onibus;> 5 < 10;53;56;56
504;feminino;grupo C;mestrado;matutino;nao;divorciado;eventualmente;sim;2;onibus;> 5 < 10;83;81;80
505;feminino;grupo C;ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;1;onibus;> 10;76;83;75
506;masculino;grupo D;superior incompleto;vespertino;nao;casado;eventualmente;nao;4;onibus;> 5 < 10;77;89;87
507;masculino;;some ensinao medio incompleto;matutino;sim;casado;nunca;sim;0;onibus;> 5 < 10;71;68;71
509;feminino;grupo E;some ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;3;onibus;> 10;84;68;63
510;feminino;grupo B;ensinao medio;vespertino;nao;solteiro;regularmente;sim;2;carro;> 10;62;79;73
511;masculino;grupo C;ensinao medio incompleto;matutino;nao;divorciado;eventualmente;sim;2;carro;> 10;75;76;77
512;masculino;grupo D;ensinao medio incompleto;matutino;nao;divorciado;nunca;nao;1;onibus;> 10;78;75;67
513;feminino;grupo B;ensinao medio incompleto;matutino;nao;casado;nunca;sim;1;carro;> 5 < 10;69;67;60
514;masculino;grupo E;some ensinao medio incompleto;vespertino;sim;casado;regularmente;nao;2;onibus;< 5;56;65;65
515;masculino;grupo E;ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;1;onibus;> 5 < 10;65;55;54
516;feminino;grupo D;some ensinao medio incompleto;matutino;nao;viuvo;eventualmente;sim;4;;> 5 < 10;69;62;63
517;masculino;grupo B;ensinao medio;vespertino;nao;casado;nunca;;2;;> 5 < 10;64;79;76
518;masculino;grupo E;superior incompleto;vespertino;nao;solteiro;regularmente;sim;1;onibus;> 10;64;61;52
519;feminino;grupo B;superior incompleto;vespertino;nao;solteiro;nunca;sim;1;onibus;> 5 < 10;60;62;56
520;feminino;grupo E;;vespertino;nao;casado;regularmente;nao;4;onibus;< 5;97;99;96
521;masculino;grupo A;superior completo;matutino;nao;solteiro;eventualmente;nao;1;onibus;> 5 < 10;73;89;85
522;masculino;grupo A;some ensinao medio incompleto;vespertino;nao;solteiro;eventualmente;sim;1;carro;> 5 < 10;65;69;67
523;feminino;grupo D;superior incompleto;vespertino;sim;casado;eventualmente;nao;1;carro;> 5 < 10;62;63;63
524;feminino;grupo C;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;2;carro;> 5 < 10;64;72;75
525;feminino;grupo C;some ensinao medio incompleto;matutino;nao;casado;regularmente;;1;onibus;> 10;62;71;57
527;feminino;grupo D;ensinao medio;vespertino;sim;solteiro;nunca;sim;3;onibus;;51;65;64
528;masculino;grupo E;ensinao medio;matutino;nao;casado;eventualmente;sim;6;onibus;> 10;75;78;74
529;feminino;grupo C;superior completo;vespertino;nao;casado;nunca;sim;2;onibus;> 5 < 10;70;65;64
530;feminino;grupo A;ensinao medio;vespertino;nao;casado;eventualmente;sim;2;;> 5 < 10;64;77;74
531;masculino;;ensinao medio incompleto;matutino;nao;casado;nunca;sim;1;carro;> 5 < 10;37;47;45
532;feminino;grupo B;mestrado;matutino;nao;casado;nunca;nao;3;onibus;> 5 < 10;64;61;60
533;feminino;grupo C;superior completo;matutino;;casado;regularmente;nao;4;onibus;;52;58;63
534;feminino;grupo E;ensinao medio;matutino;sim;casado;eventualmente;sim;1;carro;;99;96;100
535;feminino;;ensinao medio;matutino;sim;casado;nunca;sim;0;onibus;< 5;41;50;54
536;masculino;grupo D;superior incompleto;matutino;nao;casado;eventualmente;sim;3;carro;> 10;67;80;77
537;masculino;grupo C;superior incompleto;vespertino;sim;casado;regularmente;sim;2;onibus;< 5;60;64;57
538;masculino;grupo C;some ensinao medio incompleto;matutino;sim;solteiro;nunca;sim;3;carro;> 5 < 10;46;48;44
539;masculino;grupo D;ensinao medio incompleto;matutino;nao;casado;eventualmente;nao;1;onibus;> 5 < 10;76;64;66
540;feminino;grupo C;ensinao medio;vespertino;sim;;nunca;nao;1;onibus;> 10;53;61;67
541;masculino;grupo B;superior incompleto;matutino;nao;solteiro;regularmente;sim;1;onibus;> 5 < 10;57;72;63
542;masculino;grupo B;superior incompleto;vespertino;sim;casado;regularmente;sim;1;onibus;> 5 < 10;48;53;54
543;masculino;grupo B;mestrado;matutino;;solteiro;nunca;sim;0;carro;> 5 < 10;76;67;64
544;masculino;grupo B;;matutino;nao;solteiro;regularmente;nao;1;onibus;> 10;45;44;44
545;masculino;grupo E;mestrado;matutino;nao;casado;regularmente;sim;4;onibus;< 5;84;69;71
546;feminino;grupo B;superior incompleto;matutino;nao;casado;nunca;sim;5;;> 10;56;46;44
547;feminino;grupo B;superior completo;matutino;nao;casado;eventualmente;sim;0;carro;< 5;74;86;85
548;feminino;grupo D;ensinao medio;matutino;nao;casado;regularmente;nao;3;;> 5 < 10;72;74;72
549;feminino;grupo C;ensinao medio incompleto;matutino;sim;;eventualmente;sim;1;onibus;> 5 < 10;61;77;73
550;feminino;grupo C;superior incompleto;matutino;nao;casado;nunca;sim;3;carro;> 5 < 10;73;91;89
551;feminino;grupo C;some ensinao medio incompleto;matutino;nao;casado;;sim;2;carro;< 5;42;57;52
552;feminino;grupo C;mestrado;matutino;sim;solteiro;regularmente;sim;3;onibus;< 5;70;83;91
553;masculino;grupo B;ensinao medio incompleto;matutino;;solteiro;eventualmente;nao;1;carro;> 10;39;47;37
554;masculino;grupo B;mestrado;matutino;nao;solteiro;eventualmente;sim;3;carro;> 5 < 10;80;80;73
555;masculino;grupo B;superior incompleto;matutino;sim;solteiro;regularmente;sim;2;onibus;> 5 < 10;77;65;66
556;feminino;grupo B;ensinao medio incompleto;matutino;sim;divorciado;eventualmente;sim;1;onibus;< 5;68;75;74
557;masculino;grupo C;ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;2;carro;< 5;59;68;73
558;feminino;grupo D;superior completo;vespertino;nao;casado;regularmente;nao;2;carro;> 5 < 10;72;76;71
559;feminino;;superior incompleto;vespertino;nao;solteiro;eventualmente;sim;;onibus;< 5;77;85;84
560;masculino;grupo C;superior completo;matutino;nao;casado;regularmente;sim;4;onibus;> 5 < 10;92;97;93
561;masculino;grupo A;superior completo;matutino;nao;divorciado;regularmente;nao;3;onibus;> 10;85;85;76
562;feminino;grupo E;ensinao medio incompleto;vespertino;sim;divorciado;regularmente;sim;0;onibus;> 5 < 10;71;73;71
563;feminino;grupo A;superior completo;matutino;sim;casado;regularmente;sim;1;onibus;> 5 < 10;81;84;93
564;masculino;grupo B;mestrado;matutino;sim;divorciado;regularmente;;2;onibus;> 10;97;100;100
565;feminino;grupo C;some ensinao medio incompleto;vespertino;sim;casado;eventualmente;nao;2;onibus;> 5 < 10;71;65;65
566;feminino;grupo A;some ensinao medio incompleto;vespertino;sim;casado;eventualmente;sim;7;onibus;< 5;26;44;45
567;feminino;grupo D;superior incompleto;vespertino;nao;casado;eventualmente;sim;7;onibus;> 10;31;49;48
568;feminino;grupo C;ensinao medio incompleto;matutino;sim;divorciado;eventualmente;sim;3;carro;> 5 < 10;83;87;87
569;feminino;grupo E;superior incompleto;matutino;nao;solteiro;eventualmente;sim;4;carro;< 5;70;68;73
570;feminino;grupo B;superior incompleto;matutino;nao;casado;regularmente;nao;2;carro;> 5 < 10;52;63;61
571;masculino;grupo B;mestrado;matutino;nao;divorciado;eventualmente;nao;1;;< 5;78;83;80
572;masculino;grupo C;;vespertino;sim;solteiro;nunca;sim;1;carro;> 5 < 10;79;86;83
573;feminino;grupo C;ensinao medio;matutino;sim;solteiro;eventualmente;nao;2;onibus;> 5 < 10;61;58;63
575;masculino;grupo E;mestrado;matutino;nao;divorciado;eventualmente;nao;3;carro;> 5 < 10;84;96;93
576;feminino;grupo D;some ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;3;onibus;> 10;74;75;71
577;feminino;grupo C;ensinao medio;matutino;sim;casado;regularmente;sim;0;carro;> 5 < 10;84;92;99
578;feminino;grupo C;superior incompleto;matutino;sim;casado;eventualmente;sim;0;onibus;> 5 < 10;56;62;69
579;masculino;grupo C;mestrado;matutino;nao;casado;eventualmente;nao;1;onibus;> 10;74;78;81
580;feminino;grupo C;ensinao medio incompleto;vespertino;;casado;nunca;sim;1;;> 5 < 10;53;58;52
581;masculino;grupo D;;matutino;nao;solteiro;eventualmente;nao;1;onibus;> 10;57;63;68
582;masculino;grupo B;some ensinao medio incompleto;matutino;nao;solteiro;eventualmente;sim;2;onibus;> 10;84;74;70
584;masculino;grupo E;ensinao medio incompleto;vespertino;nao;casado;regularmente;sim;2;onibus;> 10;89;83;75
585;feminino;grupo D;superior incompleto;vespertino;sim;solteiro;eventualmente;nao;1;carro;< 5;71;65;68
586;feminino;grupo B;ensinao medio;matutino;sim;casado;nunca;sim;1;onibus;> 5 < 10;61;63;63
588;feminino;grupo D;mestrado;matutino;nao;divorciado;eventualmente;sim;2;carro;;81;86;90
589;masculino;grupo B;superior completo;vespertino;nao;casado;nunca;sim;5;onibus;> 5 < 10;59;63;58
590;masculino;grupo B;superior completo;matutino;nao;casado;eventualmente;nao;1;onibus;< 5;75;76;76
591;feminino;grupo C;superior incompleto;matutino;sim;casado;regularmente;;2;onibus;> 5 < 10;70;58;66
592;masculino;grupo E;ensinao medio incompleto;matutino;nao;casado;nunca;sim;0;carro;> 5 < 10;81;87;84
593;masculino;grupo E;;matutino;sim;viuvo;regularmente;;2;carro;< 5;91;73;85
594;masculino;grupo D;superior incompleto;matutino;nao;casado;eventualmente;nao;3;onibus;> 5 < 10;73;70;67
596;masculino;grupo B;superior completo;matutino;sim;casado;regularmente;sim;1;onibus;< 5;76;68;70
597;feminino;;superior incompleto;matutino;sim;casado;eventualmente;sim;0;carro;> 5 < 10;72;75;80
598;masculino;grupo D;superior incompleto;matutino;nao;casado;eventualmente;nao;3;carro;> 5 < 10;81;100;97
599;masculino;grupo E;superior incompleto;matutino;sim;casado;eventualmente;sim;1;onibus;> 10;87;81;87
600;masculino;grupo B;ensinao medio incompleto;vespertino;sim;solteiro;eventualmente;sim;3;carro;> 10;47;49;43
601;masculino;grupo C;some ensinao medio incompleto;matutino;sim;casado;nunca;sim;1;;< 5;56;57;56
602;masculino;grupo D;ensinao medio incompleto;vespertino;sim;casado;eventualmente;sim;7;onibus;> 5 < 10;73;71;76
603;feminino;grupo B;mestrado;vespertino;nao;casado;eventualmente;;0;carro;< 5;76;84;82
604;feminino;grupo C;ensinao medio incompleto;matutino;nao;casado;eventualmente;nao;1;carro;> 5 < 10;50;56;54
605;masculino;grupo C;superior completo;vespertino;nao;casado;eventualmente;sim;2;onibus;> 5 < 10;49;62;61
606;masculino;grupo C;some ensinao medio incompleto;matutino;nao;divorciado;regularmente;sim;1;onibus;> 5 < 10;62;62;57
607;feminino;grupo B;ensinao medio;vespertino;sim;divorciado;nunca;sim;4;carro;> 5 < 10;59;65;60
608;feminino;;ensinao medio;matutino;nao;divorciado;;sim;1;carro;> 5 < 10;89;77;79
609;feminino;grupo C;some ensinao medio incompleto;matutino;nao;casado;regularmente;sim;1;carro;> 5 < 10;63;69;66
610;masculino;grupo E;mestrado;matutino;;divorciado;regularmente;sim;0;;< 5;83;94;96
611;feminino;grupo D;;vespertino;nao;casado;eventualmente;sim;0;onibus;> 5 < 10;61;60;58
612;feminino;grupo C;ensinao medio;matutino;nao;solteiro;nunca;sim;5;carro;> 5 < 10;72;80;83
613;masculino;grupo B;some ensinao medio incompleto;matutino;nao;divorciado;eventualmente;sim;1;onibus;< 5;48;59;47
614;masculino;grupo C;some ensinao medio incompleto;matutino;nao;divorciado;regularmente;sim;0;carro;> 5 < 10;75;64;59
615;feminino;grupo A;;matutino;sim;divorciado;nunca;sim;1;carro;> 5 < 10;61;58;60
616;feminino;grupo E;ensinao medio incompleto;vespertino;sim;solteiro;eventualmente;sim;2;onibus;< 5;53;67;60
617;feminino;grupo C;superior incompleto;vespertino;nao;casado;regularmente;sim;3;;> 5 < 10;55;71;65
619;feminino;grupo C;mestrado;matutino;nao;casado;nunca;sim;3;onibus;> 5 < 10;69;71;73
620;masculino;grupo E;ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;0;onibus;< 5;90;98;98
621;feminino;grupo C;superior completo;matutino;nao;casado;nunca;nao;4;carro;< 5;72;65;62
622;feminino;grupo A;superior incompleto;matutino;nao;divorciado;regularmente;sim;2;carro;< 5;52;67;62
623;masculino;grupo C;some ensinao medio incompleto;matutino;nao;casado;regularmente;nao;2;onibus;> 5 < 10;37;40;44
624;feminino;grupo D;ensinao medio;matutino;sim;divorciado;regularmente;sim;1;onibus;> 5 < 10;99;90;97
625;masculino;grupo C;ensinao medio incompleto;vespertino;nao;solteiro;regularmente;nao;3;onibus;> 5 < 10;55;75;64
626;masculino;grupo D;some ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;0;onibus;> 5 < 10;73;54;56
627;feminino;grupo C;some ensinao medio incompleto;vespertino;sim;solteiro;eventualmente;sim;4;carro;> 5 < 10;45;49;50
628;masculino;grupo A;superior incompleto;matutino;nao;casado;nunca;sim;2;onibus;< 5;58;77;68
629;feminino;grupo E;ensinao medio;matutino;nao;solteiro;eventualmente;sim;4;carro;> 10;82;63;60
630;masculino;grupo B;some ensinao medio incompleto;matutino;sim;divorciado;nunca;nao;3;onibus;> 5 < 10;68;86;90
631;masculino;grupo B;some ensinao medio incompleto;matutino;sim;casado;nunca;sim;5;;> 5 < 10;85;87;83
632;masculino;grupo C;superior incompleto;vespertino;nao;solteiro;eventualmente;nao;5;carro;< 5;45;42;44
633;masculino;grupo D;superior completo;matutino;;casado;nunca;nao;;carro;> 5 < 10;79;72;75
634;masculino;grupo A;mestrado;matutino;;casado;eventualmente;sim;2;carro;> 5 < 10;82;83;83
635;masculino;grupo D;superior incompleto;vespertino;sim;casado;eventualmente;sim;4;onibus;> 5 < 10;57;57;61
636;feminino;grupo D;some ensinao medio incompleto;matutino;nao;casado;eventualmente;nao;4;onibus;< 5;86;71;67
637;masculino;grupo C;some ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;1;onibus;> 10;70;76;80
638;feminino;;superior incompleto;matutino;nao;casado;eventualmente;sim;;onibus;> 5 < 10;58;48;53
639;masculino;grupo E;superior completo;vespertino;nao;casado;;nao;3;onibus;> 5 < 10;89;89;93
640;masculino;grupo E;superior incompleto;matutino;nao;casado;regularmente;sim;1;;> 5 < 10;89;72;74
641;feminino;grupo C;ensinao medio;matutino;sim;divorciado;eventualmente;sim;2;onibus;> 5 < 10;60;59;55
642;feminino;grupo D;superior completo;matutino;nao;casado;regularmente;sim;0;;> 5 < 10;48;46;55
643;masculino;grupo D;some ensinao medio incompleto;matutino;sim;solteiro;regularmente;nao;1;onibus;> 5 < 10;72;72;79
644;masculino;grupo D;ensinao medio incompleto;vespertino;nao;solteiro;eventualmente;sim;0;onibus;> 5 < 10;80;65;70
645;masculino;grupo A;ensinao medio incompleto;vespertino;nao;casado;eventualmente;nao;1;carro;< 5;61;64;57
646;feminino;grupo C;superior completo;matutino;sim;casado;eventualmente;sim;;carro;> 5 < 10;92;92;88
647;feminino;grupo B;some ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;1;carro;> 5 < 10;65;71;71
648;masculino;;ensinao medio incompleto;matutino;nao;divorciado;regularmente;nao;2;onibus;> 5 < 10;48;65;65
649;masculino;grupo E;ensinao medio incompleto;vespertino;sim;solteiro;eventualmente;;1;onibus;> 5 < 10;67;65;66
650;feminino;grupo C;ensinao medio;matutino;nao;casado;regularmente;sim;4;onibus;> 5 < 10;90;91;86
651;masculino;grupo B;ensinao medio incompleto;matutino;nao;;regularmente;nao;2;carro;> 5 < 10;53;58;58
652;masculino;grupo D;superior incompleto;matutino;nao;;regularmente;sim;1;onibus;< 5;87;66;69
653;masculino;grupo E;ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;4;carro;< 5;66;65;60
654;masculino;grupo C;ensinao medio incompleto;matutino;nao;casado;regularmente;sim;0;;< 5;69;57;59
